product_id,product_name,category_name,brand_name,sku_name,standard_price,product_status,shop_id,listed_date,updated_at,etl_time,source_system,etl_batch
P000562,橙子图书文具商品562,图书文具,橙子,豪华款,7695.71,缺货,P000355,2021-12-13,2022-12-17 04:28:47,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000563,海蓝运动户外商品563,运动户外,海蓝,升级款,5515.54,下架,P000087,2022-11-19,2023-03-25 12:47:18,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000564,山川汽车用品商品564,汽车用品,山川,升级款,8749.81,上架,P000335,2021-02-02,2023-08-19 08:02:57,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000565,极光家用电器商品565,家用电器,极光,升级款,3547.18,下架,P000319,2021-04-26,2024-08-02 08:16:40,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000566,云启服饰鞋包商品566,服饰鞋包,云启,豪华款,793.62,上架,P000514,2021-10-28,2025-03-27 15:14:08,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000567,山川家用电器商品567,家用电器,山川,标准款,5715.29,缺货,P000176,2023-02-04,2024-03-04 17:32:57,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000568,北辰家居家装商品568,家居家装,北辰,豪华款,3848.61,上架,P000568,2021-03-23,2024-05-30 19:44:57,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000569,山川母婴用品商品569,母婴用品,山川,豪华款,3256.49,缺货,P000048,2025-01-04,2025-07-09 21:49:50,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000570,极光家用电器商品570,家用电器,极光,标准款,3000.58,上架,P000384,2025-11-15,2025-12-22 23:13:26,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000571,海蓝运动户外商品571,运动户外,海蓝,青春版,4546.48,缺货,P000279,2025-08-02,2025-12-11 23:10:14,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000572,海蓝家用电器商品572,家用电器,海蓝,青春版,6976.37,下架,P000032,2025-11-03,2025-11-19 16:08:54,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000573,云启图书文具商品573,图书文具,云启,豪华款,3742.18,缺货,P000001,2022-03-19,2025-04-03 15:30:15,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000574,青木家用电器商品574,家用电器,青木,升级款,9424.79,上架,P000526,2021-02-01,2022-05-05 01:13:32,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000575,星河服饰鞋包商品575,服饰鞋包,星河,豪华款,5104.38,上架,P000123,2023-06-09,2024-01-22 14:11:39,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000576,飞鹿图书文具商品576,图书文具,飞鹿,Pro版,6968.43,上架,P000217,2021-06-01,2024-07-27 21:12:12,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000577,银杉运动户外商品577,运动户外,银杉,Pro版,5617.44,缺货,P000500,2023-12-18,2024-10-15 12:35:12,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000578,北辰家居家装商品578,家居家装,北辰,升级款,3934.35,下架,P000006,2023-09-11,2025-06-13 21:33:32,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000579,青木汽车用品商品579,汽车用品,青木,Pro版,1496.98,缺货,P000085,2021-08-31,2024-08-24 16:29:43,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000580,北辰家用电器商品580,家用电器,北辰,青春版,2773.98,下架,P000369,2020-12-28,2022-11-12 15:33:36,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000581,飞鹿运动户外商品581,运动户外,飞鹿,青春版,3211.18,下架,P000498,2025-10-25,2025-12-05 21:02:57,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000582,星河运动户外商品582,运动户外,星河,青春版,1302.67,下架,P000579,2024-05-11,2025-03-08 15:52:15,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000583,极光食品生鲜商品583,食品生鲜,极光,青春版,5969.88,下架,P000222,2021-10-08,2024-10-27 02:23:50,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000584,星河家用电器商品584,家用电器,星河,Pro版,5658.66,缺货,P000569,2020-09-19,2020-10-15 05:03:43,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000585,银杉手机数码商品585,手机数码,银杉,Pro版,6982.86,上架,P000566,2021-07-22,2023-02-20 17:51:27,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000586,山川运动户外商品586,运动户外,山川,升级款,1330.17,上架,P000049,2025-05-22,2025-06-11 03:58:39,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000587,极光运动户外商品587,运动户外,极光,豪华款,4961.75,缺货,P000287,2024-03-16,2025-11-11 17:43:36,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000588,山川运动户外商品588,运动户外,山川,标准款,5184.91,下架,P000472,2024-04-27,2024-08-14 08:19:02,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000589,飞鹿家用电器商品589,家用电器,飞鹿,标准款,9102.96,上架,P000194,2023-05-02,2024-08-28 10:57:31,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000590,北辰家用电器商品590,家用电器,北辰,豪华款,2591.34,缺货,P000456,2025-05-06,2025-12-19 03:15:41,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000591,山川食品生鲜商品591,食品生鲜,山川,升级款,5783.94,下架,P000396,2025-03-14,2025-06-25 14:51:34,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000592,云启服饰鞋包商品592,服饰鞋包,云启,豪华款,6919.47,上架,P000540,2021-03-03,2023-07-18 02:58:16,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000593,橙子家居家装商品593,家居家装,橙子,标准款,3794.12,下架,P000397,2021-01-02,2024-08-10 02:58:47,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000594,极光家居家装商品594,家居家装,极光,升级款,9892.16,下架,P000361,2022-08-26,2023-02-16 11:53:26,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000595,星河家居家装商品595,家居家装,星河,豪华款,8482.57,下架,P000325,2020-06-22,2024-12-02 16:23:31,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000596,飞鹿家用电器商品596,家用电器,飞鹿,豪华款,,上架,P000440,2025-02-12,2025-10-20 06:16:46,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000597,山川运动户外商品597,运动户外,山川,青春版,5234.66,下架,P000531,2020-04-14,2020-06-05 07:20:26,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000598,海蓝母婴用品商品598,母婴用品,海蓝,标准款,1818.27,下架,P000582,2025-10-18,2025-11-03 05:08:41,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000599,北辰汽车用品商品599,汽车用品,北辰,Pro版,112.52,下架,P000244,2020-04-24,2024-08-22 12:17:21,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000600,星河家居家装商品600,家居家装,星河,标准款,2096.12,上架,P000559,2022-01-06,2025-09-14 18:46:45,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000601,飞鹿家居家装商品601,家居家装,飞鹿,升级款,9584.72,上架,P000528,2021-08-09,2025-06-29 16:07:36,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000602,极光运动户外商品602,运动户外,极光,青春版,7270.45,上架,P000071,2023-12-30,2025-06-03 22:22:55,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000603,飞鹿汽车用品商品603,汽车用品,飞鹿,标准款,4331.13,下架,P000080,2023-08-08,2023-10-29 18:08:36,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000604,飞鹿运动户外商品604,运动户外,飞鹿,标准款,7018.81,下架,P000325,2024-01-17,2024-04-13 21:11:43,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000605,云启家居家装商品605,家居家装,云启,升级款,8291.76,缺货,P000191,2023-05-04,2024-01-05 12:44:56,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000606,飞鹿手机数码商品606,手机数码,飞鹿,升级款,2311.27,缺货,P000593,2020-07-17,2023-04-27 19:33:43,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000607,橙子运动户外商品607,运动户外,橙子,青春版,2698.71,下架,P000332,2024-09-06,2025-02-18 17:45:16,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000608,银杉手机数码商品608,手机数码,银杉,标准款,9199.11,上架,P000065,2023-10-16,2025-09-22 10:31:02,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000609,北辰手机数码商品609,手机数码,北辰,标准款,3464.91,缺货,P000054,2023-09-26,2024-02-21 15:09:33,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000610,星河运动户外商品610,运动户外,星河,豪华款,879.0,缺货,P000006,2023-09-23,2024-06-12 22:03:49,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000611,青木运动户外商品611,运动户外,青木,标准款,4204.72,上架,P000489,2022-06-01,2025-03-22 05:25:43,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000612,橙子图书文具商品612,图书文具,橙子,Pro版,-5257.84,缺货,P000132,2024-03-16,2025-08-22 16:03:39,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000613,北辰服饰鞋包商品613,服饰鞋包,北辰,标准款,4124.98,上架,P000284,2023-03-11,2024-01-16 07:16:52,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000614,青木食品生鲜商品614,食品生鲜,青木,豪华款,9097.7,上架,P000144,2022-06-24,2024-07-13 13:31:38,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000615,山川家居家装商品615,家居家装,山川,标准款,4753.59,下架,P000394,2021-09-26,2022-12-06 17:30:46,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000616,山川家用电器商品616,家用电器,山川,标准款,7784.59,缺货,P000497,2025-05-20,2025-09-27 05:29:17,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000617,极光运动户外商品617,运动户外,极光,豪华款,86.89,下架,P000589,2021-03-13,2021-10-11 21:04:14,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000618,山川手机数码商品618,手机数码,山川,青春版,4134.52,下架,P000396,2023-12-03,2025-09-02 19:25:42,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000619,海蓝服饰鞋包商品619,服饰鞋包,海蓝,豪华款,46.84,上架,P000298,2021-11-22,2023-07-12 14:25:59,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000620,飞鹿汽车用品商品620,汽车用品,飞鹿,标准款,7781.95,上架,P000088,2023-07-25,2025-11-25 15:43:59,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000621,银杉服饰鞋包商品621,服饰鞋包,银杉,Pro版,5619.31,缺货,P000140,2021-10-09,2022-08-24 15:30:06,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000622,银杉运动户外商品622,运动户外,银杉,升级款,4290.27,下架,P000053,2021-10-20,2025-07-17 14:33:22,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000623,海蓝美妆个护商品623,美妆个护,海蓝,Pro版,6582.77,缺货,P000398,2021-10-25,2025-11-27 01:42:14,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000624,银杉运动户外商品624,运动户外,银杉,升级款,7378.38,缺货,P000085,2020-02-27,2025-09-13 12:01:48,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000625,青木美妆个护商品625,美妆个护,青木,标准款,7115.38,下架,P000084,2025-05-04,2025-11-23 08:50:27,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000626,山川服饰鞋包商品626,服饰鞋包,山川,升级款,4267.68,上架,P000228,2023-11-10,2024-06-04 20:38:29,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000627,橙子手机数码商品627,手机数码,橙子,豪华款,6570.79,缺货,P000464,2023-08-30,2025-10-03 04:28:06,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000628,海蓝家居家装商品628,家居家装,海蓝,豪华款,4284.64,缺货,P000043,2021-07-03,2021-11-22 19:39:13,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000629,星河运动户外商品629,运动户外,星河,升级款,1176.25,缺货,P000190,2021-12-31,2025-07-22 20:46:35,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000630,山川食品生鲜商品630,食品生鲜,山川,Pro版,1744.48,上架,P000537,2025-12-13,2025-12-15 05:47:36,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000631,北辰母婴用品商品631,母婴用品,北辰,青春版,4441.07,上架,P000442,2022-11-04,2022-12-03 11:26:54,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000632,极光运动户外商品632,运动户外,极光,Pro版,4459.7,上架,P000497,2025-11-14,2025-11-20 22:20:54,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000633,极光食品生鲜商品633,食品生鲜,极光,豪华款,3528.58,缺货,P000229,2020-10-06,2023-10-30 06:39:18,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000634,青木运动户外商品634,运动户外,青木,豪华款,5438.39,下架,P000041,2024-07-18,2025-12-26 16:22:09,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000635,银杉家用电器商品635,家用电器,银杉,Pro版,7888.63,缺货,P000354,2024-07-21,2025-01-29 04:02:13,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000636,海蓝服饰鞋包商品636,服饰鞋包,海蓝,标准款,6458.43,上架,P000572,2020-07-21,2021-10-18 09:54:10,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000637,青木家居家装商品637,家居家装,青木,豪华款,5122.99,上架,P000314,2024-11-25,2025-08-19 03:55:37,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000638,山川美妆个护商品638,美妆个护,山川,豪华款,3176.33,上架,P000139,2024-05-01,2025-06-02 16:32:42,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000639,星河家居家装商品639,家居家装,星河,豪华款,4351.4,下架,P000164,2021-11-20,2022-12-29 02:14:13,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000640,极光图书文具商品640,图书文具,极光,Pro版,573.79,缺货,P000636,2021-09-03,2024-02-12 03:38:40,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000641,橙子服饰鞋包商品641,服饰鞋包,橙子,升级款,7184.81,上架,P000094,2024-11-13,2025-12-30 06:50:07,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000642,海蓝家居家装商品642,家居家装,海蓝,升级款,383.99,下架,P000594,2022-01-03,2023-10-31 20:54:45,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000643,云启服饰鞋包商品643,服饰鞋包,云启,Pro版,9343.93,下架,P000340,2024-11-04,2025-05-05 06:35:46,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000644,北辰家用电器商品644,家用电器,北辰,标准款,5604.27,上架,P000300,2025-01-23,2025-09-25 05:52:07,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000645,极光运动户外商品645,运动户外,极光,标准款,9484.3,下架,P000343,2024-06-11,2024-07-25 11:18:55,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000646,飞鹿运动户外商品646,运动户外,飞鹿,豪华款,8708.63,下架,P000541,2021-09-06,2022-09-15 12:05:00,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000647,云启图书文具商品647,图书文具,云启,Pro版,1381.94,缺货,P000564,2023-08-11,2024-06-04 02:54:48,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000648,北辰服饰鞋包商品648,服饰鞋包,北辰,豪华款,4654.77,下架,P000082,2023-02-19,2025-04-26 15:42:54,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000649,极光美妆个护商品649,美妆个护,极光,青春版,4223.94,上架,P000467,2021-11-20,2023-09-22 20:37:35,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000650,海蓝服饰鞋包商品650,服饰鞋包,海蓝,青春版,2657.05,上架,P000190,2025-04-02,2025-10-28 22:16:47,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000651,橙子手机数码商品651,手机数码,橙子,豪华款,5830.43,缺货,P000053,2022-02-01,2025-12-23 13:55:38,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000652,飞鹿母婴用品商品652,母婴用品,飞鹿,豪华款,6069.61,缺货,P000506,2021-05-07,2025-03-18 13:51:37,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000653,北辰家用电器商品653,家用电器,北辰,标准款,6531.33,缺货,P000059,2022-01-08,2023-11-26 01:50:21,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000654,飞鹿美妆个护商品654,美妆个护,飞鹿,升级款,4735.62,下架,P000422,2023-10-16,2024-01-02 00:01:09,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000655,橙子美妆个护商品655,美妆个护,橙子,升级款,3045.31,缺货,P000385,2021-09-16,2022-04-09 18:01:03,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000656,极光汽车用品商品656,汽车用品,极光,升级款,9611.21,上架,P000148,2023-10-29,2025-06-14 19:27:56,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000657,飞鹿汽车用品商品657,汽车用品,飞鹿,豪华款,9623.93,上架,P000504,2025-10-28,2025-11-26 07:14:39,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000658,云启汽车用品商品658,汽车用品,云启,升级款,-7397.44,上架,P000522,2022-07-03,2025-03-02 01:30:00,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000659,云启运动户外商品659,运动户外,云启,Pro版,7355.86,下架,P000182,2022-10-28,2025-10-24 19:13:39,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000660,海蓝家用电器商品660,家用电器,海蓝,Pro版,538.73,缺货,P000432,2025-07-13,2025-07-18 12:58:13,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000661,云启母婴用品商品661,母婴用品,云启,升级款,55.2,缺货,P000490,2020-09-09,2021-09-01 07:05:35,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000662,极光服饰鞋包商品662,服饰鞋包,极光,Pro版,9043.95,缺货,P000572,2025-09-03,2025-12-01 07:20:17,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000663,极光美妆个护商品663,美妆个护,极光,青春版,9850.9,下架,P000370,2025-11-17,2025-12-14 07:04:15,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000664,飞鹿食品生鲜商品664,食品生鲜,飞鹿,豪华款,7176.51,缺货,P000376,2020-11-08,2025-06-25 15:29:44,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000665,山川图书文具商品665,图书文具,山川,标准款,9930.64,下架,P000268,2020-06-24,2021-12-14 19:10:52,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000666,飞鹿食品生鲜商品666,食品生鲜,飞鹿,Pro版,2673.65,上架,P000610,2024-03-09,2025-05-30 07:55:42,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000667,海蓝运动户外商品667,运动户外,海蓝,豪华款,2201.83,缺货,P000652,2025-07-10,2025-10-12 09:04:42,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000668,橙子母婴用品商品668,母婴用品,橙子,青春版,4335.03,缺货,P000194,2021-06-15,2021-10-04 16:05:09,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000669,星河运动户外商品669,运动户外,星河,升级款,7987.76,上架,P000159,2025-11-26,2025-12-02 23:56:04,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000670,海蓝母婴用品商品670,母婴用品,海蓝,青春版,7688.79,上架,P000292,2025-09-28,2025-11-11 08:03:07,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000671,星河家居家装商品671,家居家装,星河,豪华款,1154.59,下架,P000511,2023-04-18,2025-03-17 09:29:57,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000672,青木家用电器商品672,家用电器,青木,豪华款,2814.04,缺货,P000365,2023-03-28,2025-07-19 01:15:26,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000673,银杉服饰鞋包商品673,服饰鞋包,银杉,标准款,2784.94,下架,P000080,2022-03-05,2024-06-29 06:58:19,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000674,青木家用电器商品674,家用电器,青木,青春版,5165.0,上架,P000540,2020-08-16,2024-09-17 13:57:30,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000675,北辰美妆个护商品675,美妆个护,北辰,青春版,6299.49,缺货,P000417,2025-12-28,2025-12-30 03:49:17,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000676,橙子美妆个护商品676,美妆个护,橙子,豪华款,3142.74,上架,P000508,2023-10-29,2025-06-04 06:34:27,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000677,银杉家居家装商品677,家居家装,银杉,标准款,3136.89,上架,P000276,2021-11-16,2024-09-27 06:34:03,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000678,青木服饰鞋包商品678,服饰鞋包,青木,升级款,7266.36,下架,P000408,2024-08-25,2025-07-28 12:52:51,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000679,飞鹿母婴用品商品679,母婴用品,飞鹿,升级款,8386.28,上架,P000546,2021-09-19,2024-08-11 22:25:48,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000680,橙子家用电器商品680,家用电器,橙子,标准款,2500.81,缺货,P000438,2020-02-17,2023-11-15 23:20:04,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000681,星河家居家装商品681,家居家装,星河,升级款,5271.98,上架,P000209,2024-09-01,2025-03-02 02:34:24,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000682,橙子家居家装商品682,家居家装,橙子,升级款,7782.13,下架,P000463,2024-01-20,2025-03-02 17:35:12,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000683,星河手机数码商品683,手机数码,星河,豪华款,7002.1,下架,P000433,2024-01-18,2025-02-07 16:24:07,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000684,云启汽车用品商品684,汽车用品,云启,升级款,1766.77,上架,P000478,2023-02-20,2023-06-10 21:49:09,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000685,极光母婴用品商品685,母婴用品,极光,豪华款,620.33,下架,P000114,2022-12-19,2023-02-16 02:56:57,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000686,飞鹿汽车用品商品686,汽车用品,飞鹿,升级款,2516.66,缺货,P000216,2020-01-25,2020-08-01 07:26:49,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000687,山川服饰鞋包商品687,服饰鞋包,山川,豪华款,5038.12,缺货,P000666,2020-05-25,2025-09-06 01:04:59,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000688,山川运动户外商品688,运动户外,山川,青春版,754.18,缺货,P000159,2025-02-08,2025-10-26 16:02:39,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000689,山川母婴用品商品689,母婴用品,山川,豪华款,1469.59,上架,P000450,2025-03-10,2025-10-30 01:15:49,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000690,山川食品生鲜商品690,食品生鲜,山川,升级款,9847.92,上架,P000675,2024-08-20,2025-01-07 13:15:06,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000691,橙子美妆个护商品691,美妆个护,橙子,豪华款,6752.29,缺货,P000043,2020-06-05,2022-06-27 07:28:04,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000692,海蓝家用电器商品692,家用电器,海蓝,豪华款,5950.6,下架,P000638,2024-11-12,2025-03-09 19:38:44,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000693,橙子图书文具商品693,图书文具,橙子,豪华款,8632.84,缺货,P000222,2022-04-01,2025-04-13 15:05:10,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000694,青木美妆个护商品694,美妆个护,青木,升级款,2594.62,缺货,P000343,2021-02-24,2023-12-04 18:33:48,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000695,北辰家用电器商品695,家用电器,北辰,豪华款,446.37,缺货,P000436,2022-12-08,2023-01-19 22:35:24,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000696,青木服饰鞋包商品696,服饰鞋包,青木,豪华款,7767.18,缺货,P000401,2020-06-14,2020-08-19 05:58:53,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000697,北辰美妆个护商品697,美妆个护,北辰,升级款,4711.7,缺货,P000005,2020-08-19,2022-09-05 06:47:38,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000698,极光汽车用品商品698,汽车用品,极光,青春版,116.32,缺货,P000561,2023-06-13,2025-03-18 18:14:59,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000699,青木手机数码商品699,手机数码,青木,青春版,562.4,下架,P000522,2020-11-04,2021-10-10 15:42:19,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000700,云启家用电器商品700,家用电器,云启,豪华款,7323.1,上架,P000238,2024-11-25,2025-09-02 04:48:53,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000701,青木家用电器商品701,家用电器,青木,标准款,2445.2,上架,P000144,2020-04-08,2024-12-14 11:02:37,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000702,海蓝母婴用品商品702,母婴用品,海蓝,标准款,3287.51,下架,P000564,2021-02-25,2021-06-25 17:46:48,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000703,橙子图书文具商品703,图书文具,橙子,青春版,4077.18,上架,P000614,2022-05-09,2022-10-03 23:22:52,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000704,云启汽车用品商品704,汽车用品,云启,Pro版,4919.69,缺货,P000668,2022-11-13,2023-07-26 03:03:08,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000705,银杉食品生鲜商品705,食品生鲜,银杉,青春版,3200.93,下架,P000659,2021-09-09,2022-05-15 00:14:08,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000706,青木服饰鞋包商品706,服饰鞋包,青木,标准款,2844.77,上架,P000526,2024-07-08,2024-08-07 21:02:27,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000707,星河服饰鞋包商品707,服饰鞋包,星河,Pro版,3203.45,上架,P000223,2024-09-01,2025-05-18 21:09:10,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000708,银杉食品生鲜商品708,食品生鲜,银杉,青春版,2580.28,缺货,P000477,2022-05-17,2022-12-07 15:15:21,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000709,极光服饰鞋包商品709,服饰鞋包,极光,升级款,7777.05,下架,P000019,2020-06-27,2022-02-16 06:59:28,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000710,极光食品生鲜商品710,食品生鲜,极光,青春版,7620.14,缺货,P000493,2024-06-18,2024-08-21 12:54:36,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000711,极光汽车用品商品711,汽车用品,极光,标准款,4854.73,下架,P000598,2023-04-06,2025-11-19 00:41:08,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000712,山川家居家装商品712,家居家装,山川,青春版,4981.52,上架,P000056,2024-12-06,2025-12-16 18:00:23,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000713,星河运动户外商品713,运动户外,星河,Pro版,1471.35,上架,P000534,2022-11-14,2025-03-13 00:30:27,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000714,云启汽车用品商品714,汽车用品,云启,Pro版,8782.24,下架,P000284,2021-02-09,2022-04-05 05:16:20,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000715,星河母婴用品商品715,母婴用品,星河,升级款,4999.34,上架,P000070,2023-02-10,2023-12-19 18:18:44,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000716,橙子家居家装商品716,家居家装,橙子,豪华款,419.65,下架,P000691,2021-08-27,2024-12-20 00:28:35,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000717,北辰食品生鲜商品717,食品生鲜,北辰,标准款,9710.26,下架,P000207,2024-12-14,2025-02-02 10:00:28,2026-07-10 17:29:08.301937,ECommerce,202607101729
P000718,云启美妆个护商品718,美妆个护,云启,青春版,9452.15,缺货,P000448,2021-06-12,2024-03-12 06:47:27,2026-07-10 17:29:08.301937,ECommerce,202607101729
